139,62,67,15,163,18.3504466475407,-15.9517999037114,870.110364764657,1
20,19,-84,-10,85,494.154687608442,179.857597412587,130.977925269872,1
52,45,-58,79,245,395.652693664345,506.41235451033,663.011179388528,1
107,0,73,33,19,-124.855257085848,408.383144570757,412.351848848442,1
180,28,56,-7,153,-470.569609088167,0,769.302615902916,1
86,50,-59,16,40,36.0156742742107,515.048137805932,600.232514103616,1
80,48,-7,60,260,82.8533615043209,469.884762793669,917.619799798696,1
175,67,-54,-84,49,-287.589214669638,25.1607960359167,502.248613480017,1
104,57,-24,25,232,-131.561410955528,527.663998649504,894.787887981367,1
45,26,-68,5,214,510.54951203375,510.54951203375,181.92104515531,1
54,71,-11,9,257,202.544797660516,278.778997585426,1056.27241436779,1
124,88,-73,72,15,-22.425189506371,33.2467106736472,874.354772492318,1
22,57,-24,-33,207,561.488777374322,226.856191571344,731.91544718246,1
54,55,-7,-38,217,345.681462605291,475.789715371955,801.8259672138,1
103,6,-42,-60,146,-127.57981228249,552.608878947309,13.2758773162799,1
36,44,42,82,198,145.418790473749,105.65293565028,785.5995736511,1
14,85,86,19,249,-367.060313849687,-91.5184149751336,701.601610628758,1
59,82,-90,-3,38,142.051584462417,236.413537456182,651.555031285784,1
57,15,17,29,91,335.76125536607,517.026993344613,548.80067269994,1
9,4,-80,-78,4,307.798294596386,48.7504606224953,176.751037919757,1
176,66,46,-84,30,-334.50996155307,23.3912151747525,764.808875779343,1
47,81,85,89,90,-40.4797185387877,-43.409183551602,540.983545256809,1
52,17,44,39,49,272.526755435646,348.818340168585,578.597231399665,1
78,4,28,51,225,141.611756674443,666.230934306723,551.705499801083,1
142,39,-28,-80,213,-502.292199992295,392.433676160418,397.11274474512,1
19,0,-41,80,175,698.598163687955,240.546638351216,220.950058751433,1
69,77,32,20,114,-15.104550712446,-39.348699888106,927.52073728381,1
173,74,-89,-65,126,-279.71765981284,34.3450100369076,470.855632877944,1
105,26,-11,-18,35,-163.573482196239,610.464546327329,430.881977270696,1
172,32,61,-83,110,-560.642063996036,78.7931036432745,614.473382281989,1
13,28,81,64,45,219.863369239945,50.7594583511979,509.648974850644,1
96,26,73,-76,205,-57.7386998616335,549.347033596552,702.279227426982,1
31,65,-49,-53,56,336.884824913388,202.42082443845,560.480907758217,1
176,34,24,-82,60,-580.808540240019,40.6140895685486,467.117901219296,1
158,41,-90,-6,215,-553.265113420484,223.533615661538,226.91442408278,1
157,27,-48,60,114,-609.354812614517,258.655772090985,508.281977454194,1
91,16,-63,74,259,-13.7044623739376,785.128123573069,245.031276468785,1
70,75,82,71,219,-67.621691251313,-185.789069778315,633.761766210992,1
123,15,-48,-12,6,-317.77942411084,489.337401409458,218.926323499262,1
48,89,-34,13,159,110.628731418715,122.865653613303,988.357950169208,1
163,36,35,-53,16,-528.676850769724,161.632733857246,570.774356797042,1
112,62,-37,13,82,-162.451432916767,402.08140593093,782.996485763749,1
146,33,36,24,251,-393.721876349549,265.568758864952,891.067831624665,1
36,54,-75,8,220,528.398037727791,383.903646123821,486.805652891739,1
7,29,38,65,130,341.534458170917,41.9351584797274,703.319641748617,1
180,39,-42,-5,41,-580.48959290823,0,494.140343818491,1
28,24,47,20,252,448.835739716937,238.650196074252,830.410097644179,1
139,52,-9,-39,196,-459.072850469789,399.065940604879,741.313872146375,1
17,9,43,-26,151,684.108056283921,209.152822239043,494.667144198401,1
54,64,-25,40,259,259.153122447883,356.693672370918,983.193567329305,1
15,42,-74,41,238,700.244704284793,187.630003017281,440.903065948241,1
15,47,10,34,78,347.684470326561,93.1617730448446,810.125738408278,1
108,18,28,36,119,-171.243428248519,527.033079969918,630.126603695041,1
28,38,17,-32,216,579.448854625241,308.098421169682,760.066413583594,1
22,22,79,28,196,266.674264951144,107.743396795575,730.241716077648,1
146,4,-15,41,36,-544.357803750728,367.173974839504,338.916418826183,1
114,22,62,61,118,-123.623539574153,277.663016003751,619.368135356719,1
71,87,-89,-18,127,103.174643414235,299.640921703945,629.728100028114,1
111,6,-65,28,56,-231.910245495811,604.146844531592,135.480307712309,1
21,3,-61,2,226,641.869765667957,246.390718216539,-87.971583066856,1
138,12,-79,31,125,-483.755886798663,435.575756926405,104.205183599317,1
89,28,-32,74,117,10.3300079506076,591.80575913575,602.876028339626,1
135,16,-75,-53,145,-325.652906862922,325.652906862922,67.0759402284287,1
119,85,-83,-61,114,-119.040374528284,214.754520454421,546.328605803634,1
58,8,56,-18,171,351.149586413002,561.956807995212,570.708944227991,1
102,0,27,-33,69,-146.892791392078,691.076249248509,237.928334946922,1
83,56,55,11,6,20.4014967806521,166.156857430839,769.505606583384,1
143,24,58,34,157,-298.740170580786,225.116865469551,729.826061186706,1
70,5,90,29,59,124.71811323966,342.660199922951,470.6492990485,1
16,21,73,-51,125,537.135245351591,154.021053132994,638.160153939769,1
164,17,-9,21,155,-727.567302569217,208.626566840705,469.313025031852,1
120,24,-14,54,243,-372.913985454433,645.90596966008,616.550481567344,1
85,27,-11,-35,71,56.9505182929543,650.947402757834,400.645791956134,1
25,15,-1,-75,241,700.714495246316,326.748535313571,251.015059581171,1
26,14,39,32,93,473.976522997271,231.173796480906,588.306660230389,1
16,0,-23,52,116,702.405102096228,201.411421959538,265.0016822586,1
18,73,29,-9,139,94.4435716358715,30.6865766070781,986.184549921431,1
95,57,27,-56,209,-37.7580964720965,431.577017528771,909.657238116635,1
35,37,-48,-41,2,397.844424529828,278.573665090489,368.781550255927,1
168,47,-6,4,87,-499.490833839973,106.170054226717,750.264168772017,1
60,89,-5,45,174,-42.1849025953382,-73.06639460747,1004.75291573401,1
144,24,-39,39,48,-514.951294658148,374.134015420564,475.328557262046,1
150,15,82,40,35,-277.99541888347,160.500729925854,501.415777876631,1
154,84,12,-18,115,-66.2411769769748,32.3079807166293,978.94928651959,1
127,23,-85,81,260,-433.975527496181,575.904976473793,236.377251431097,1
141,90,-2,-67,121,-130.9747357872,106.061249792409,878.999049189283,1
134,61,68,47,161,34.0600267786094,-35.2701902177686,773.468901529054,1
49,30,61,-21,20,306.299813952988,352.35762910919,645.382855161448,1
156,39,-59,-90,170,-424.625797006686,189.055585349376,297.25125816974,1
66,34,-11,3,78,252.028174343883,566.064547636305,595.451014488292,1
86,0,-59,-36,194,38.6854040085881,553.227051732884,-116.620723200357,1
105,63,55,64,30,-6.05600393990476,22.6013143945619,664.119182734661,1
118,68,37,19,9,-35.3595542337105,66.5016494501883,815.380356852679,1
35,30,26,-51,20,486.204472288724,340.444036607839,491.920162174689,1
177,18,87,20,64,-329.031146397427,17.2437916976424,576.228000033588,1
93,64,-43,-70,143,-23.8130081532667,454.379263518468,565.850932426379,1
39,28,86,-35,246,270.843556846933,219.32478782839,843.150201376237,1
74,0,-34,-62,259,183.663708783145,640.511470819729,-94.8668155837395,1
81,49,-43,69,26,59.4071558577736,375.082020279554,752.434188176538,1
149,38,76,5,227,-165.184147405329,99.252649063506,875.668780744463,1
63,36,18,74,34,132.504512084144,260.054747443176,667.455539020994,1
7,36,17,76,76,312.865971453382,38.4151109263642,698.733056557483,1
